player_id,session_duration,movement_events,deaths,menu_opens,menu_time,time_since_last_death,churn_label
synthetic_121,97.64,39,1,1,4.96,24.59,0
synthetic_122,20.51,22,4,2,15.97,13.26,0
synthetic_123,35.77,21,6,1,0.0,17.98,0
synthetic_124,56.75,19,3,1,18.69,0.0,0
synthetic_125,99.08,69,1,2,5.47,68.61,0
synthetic_126,30.51,1,2,1,22.47,17.36,1
synthetic_127,48.23,27,7,1,20.21,0.0,0
synthetic_128,88.98,15,8,1,16.63,0.71,1
synthetic_129,67.32,56,1,2,8.53,50.99,0
synthetic_130,31.14,2,2,1,11.67,0.02,1
synthetic_131,127.84,57,0,2,5.0,64.37,0
synthetic_132,85.52,25,0,2,0.0,26.2,0
synthetic_133,41.98,20,4,1,9.49,15.74,0
synthetic_134,110.13,37,0,1,9.21,45.55,0
synthetic_135,16.13,19,7,2,29.89,9.65,1
synthetic_136,84.56,45,1,2,0.0,76.82,0
synthetic_137,102.29,39,1,1,4.13,29.18,0
synthetic_138,37.06,40,1,2,2.61,59.17,0
synthetic_139,33.68,19,2,2,25.94,0.61,0
synthetic_140,117.02,55,3,2,3.7,10.51,0
synthetic_141,115.06,32,1,1,0.0,50.37,0
synthetic_142,102.49,42,3,2,3.59,25.47,0
synthetic_143,112.64,49,1,1,1.91,86.56,0
synthetic_144,99.3,64,2,1,0.0,22.72,0
synthetic_145,34.17,28,6,1,18.99,16.39,1
synthetic_146,56.44,0,2,1,19.76,16.21,1
synthetic_147,97.32,48,0,1,5.14,23.2,0
synthetic_148,62.32,23,2,2,20.19,0.38,1
synthetic_149,59.27,15,3,1,23.97,4.52,1
synthetic_150,125.43,40,1,1,0.0,48.81,0
synthetic_151,122.6,36,0,1,1.49,43.68,0
synthetic_152,49.9,20,0,1,4.35,6.46,0
synthetic_153,75.92,55,1,1,7.65,36.14,0
synthetic_154,31.96,24,3,2,25.38,2.36,1
synthetic_155,105.88,47,4,1,3.6,55.7,0
synthetic_156,48.63,9,4,1,29.03,0.0,1
synthetic_157,82.33,46,0,1,3.98,53.26,0
synthetic_158,103.51,51,1,2,9.73,24.08,0
synthetic_159,73.29,42,3,2,3.75,40.85,0
synthetic_160,43.12,12,3,1,24.5,8.98,0
synthetic_161,122.58,35,1,2,4.11,41.34,0
synthetic_162,40.61,11,5,2,17.3,0.97,1
synthetic_163,41.85,1,4,2,1.15,16.79,0
synthetic_164,67.36,60,0,2,0.0,11.15,0
synthetic_165,73.32,19,2,2,28.51,2.27,0
synthetic_166,137.79,48,3,2,7.54,45.95,0
synthetic_167,77.63,45,0,1,7.5,41.6,0
synthetic_168,5.0,26,6,2,23.41,14.5,1
synthetic_169,123.27,23,3,1,3.53,12.43,0
synthetic_170,37.09,10,3,2,32.91,15.54,1
synthetic_171,144.6,43,2,2,1.83,16.93,0
synthetic_172,67.15,13,3,1,42.2,0.0,0
synthetic_173,75.2,62,3,1,6.29,10.05,0
synthetic_174,46.56,13,5,2,33.57,24.05,0
synthetic_175,37.59,7,8,2,22.87,13.44,1
synthetic_176,65.52,13,5,1,18.53,15.47,1
synthetic_177,93.69,39,0,1,8.07,0.0,0
synthetic_178,115.72,53,2,1,5.74,54.13,0
synthetic_179,107.29,55,3,1,5.23,34.17,0
synthetic_180,104.14,60,1,2,1.79,91.37,0
synthetic_181,86.95,39,0,1,2.05,29.42,0
synthetic_182,119.3,57,2,2,5.48,26.12,0
synthetic_183,46.23,17,6,2,23.63,4.75,1
synthetic_184,108.83,61,0,2,9.17,14.19,0
synthetic_185,96.99,45,0,2,1.79,63.39,0
synthetic_186,56.04,19,5,1,28.93,16.12,0
synthetic_187,9.71,26,5,2,8.01,7.72,1
synthetic_188,90.73,40,4,1,0.0,55.79,0
synthetic_189,61.35,17,2,2,17.82,11.3,1
synthetic_190,94.68,40,0,2,1.44,43.85,0
synthetic_191,40.61,11,4,2,17.84,9.37,1
synthetic_192,56.3,16,3,2,34.75,20.92,0
synthetic_193,91.82,58,0,2,5.03,19.37,0
synthetic_194,29.44,7,6,2,31.87,0.0,1
synthetic_195,82.01,17,3,2,12.48,6.75,0
synthetic_196,94.02,46,2,1,7.71,35.7,0
synthetic_197,60.47,64,1,1,1.91,35.22,0
synthetic_198,5.0,8,2,2,25.94,8.03,1
synthetic_199,70.53,16,2,1,10.15,8.48,0
synthetic_200,46.48,72,0,1,3.97,5.02,0
synthetic_201,78.51,59,5,2,1.19,33.21,0
synthetic_202,92.79,55,2,1,3.93,45.76,0
synthetic_203,56.17,8,4,2,13.9,11.03,0
synthetic_204,32.14,19,5,2,24.66,10.07,1
synthetic_205,55.94,13,4,1,15.53,11.13,0
synthetic_206,28.83,18,2,1,4.47,9.93,1
synthetic_207,85.63,50,1,2,2.59,15.98,0
synthetic_208,67.54,4,4,2,28.49,11.36,0
synthetic_209,72.77,39,3,1,3.37,66.52,0
synthetic_210,67.95,43,0,2,8.27,61.31,0
synthetic_211,110.11,26,0,2,0.0,69.59,0
synthetic_212,32.09,19,8,2,11.67,4.76,1
synthetic_213,113.45,60,0,2,2.41,36.79,0
synthetic_214,84.35,51,3,1,10.34,4.43,0
synthetic_215,79.1,16,1,2,5.31,42.88,0
synthetic_216,59.94,14,2,1,17.01,12.13,0
synthetic_217,43.24,17,1,2,26.43,6.42,0
synthetic_218,120.03,42,1,2,6.04,58.47,0
synthetic_219,38.91,17,4,1,23.67,6.94,1
synthetic_220,40.72,16,3,1,25.61,11.02,1
synthetic_221,81.24,29,3,2,6.29,37.84,1
synthetic_222,78.67,43,3,1,0.0,50.96,0
synthetic_223,90.8,40,2,1,2.07,13.75,0
synthetic_224,52.0,17,5,2,25.21,8.47,0
synthetic_225,75.77,28,0,2,5.51,49.07,0
synthetic_226,23.94,15,2,1,24.39,0.0,1
synthetic_227,107.99,37,0,1,3.24,49.33,0
synthetic_228,74.01,48,3,2,2.83,40.31,0
synthetic_229,49.03,20,5,1,27.31,0.0,1
synthetic_230,24.82,15,5,2,44.97,4.51,1
synthetic_231,51.11,2,5,2,25.59,9.67,1
synthetic_232,106.38,42,2,2,3.54,40.14,0
synthetic_233,116.17,52,2,2,11.65,47.46,0
synthetic_234,104.54,43,2,1,4.24,14.68,0
synthetic_235,114.6,40,2,2,4.65,42.58,0
synthetic_236,69.26,68,1,2,8.9,5.51,0
synthetic_237,92.57,17,0,2,8.58,33.99,0
synthetic_238,46.89,16,5,2,19.92,15.73,0
synthetic_239,84.89,0,3,1,38.12,15.61,1
synthetic_240,103.88,42,1,2,4.34,0.84,0
synthetic_241,107.69,28,1,2,5.55,42.01,0
synthetic_242,37.08,12,2,2,19.21,6.36,1
synthetic_243,91.46,34,2,2,12.85,68.16,0
synthetic_244,80.29,56,1,1,2.2,69.06,0
synthetic_245,116.94,60,0,2,6.56,40.51,0
synthetic_246,101.99,65,1,1,1.56,89.57,0
synthetic_247,33.81,25,2,2,27.37,4.55,1
synthetic_248,52.22,14,8,2,32.51,8.0,1
synthetic_249,71.76,11,6,2,19.42,2.4,0
synthetic_250,95.71,60,1,2,4.71,56.54,0
synthetic_251,91.03,50,0,2,4.88,52.87,0
synthetic_252,83.51,46,0,1,4.15,0.0,0
synthetic_253,18.44,17,4,2,13.27,7.17,1
synthetic_254,55.67,12,5,2,12.57,15.22,0
synthetic_255,109.13,32,1,1,1.94,22.23,0
synthetic_256,138.73,51,1,1,0.0,37.43,0
synthetic_257,51.08,12,2,2,20.37,4.7,1
synthetic_258,22.25,16,1,1,17.11,11.92,1
synthetic_259,72.32,52,0,1,4.58,57.21,0
synthetic_260,43.12,11,10,1,17.39,10.4,1
synthetic_261,86.77,48,0,1,6.94,52.65,0
synthetic_262,66.23,22,3,2,31.39,4.96,0
synthetic_263,57.14,4,6,1,27.51,0.0,1
synthetic_264,88.47,48,2,1,2.77,61.64,0
synthetic_265,30.08,9,5,1,8.69,3.23,1
synthetic_266,23.58,9,8,2,10.92,4.15,1
synthetic_267,34.78,18,6,2,21.69,0.0,1
synthetic_268,53.2,12,4,1,33.78,0.0,1
synthetic_269,51.73,7,3,1,36.47,12.8,1
synthetic_270,5.0,25,3,1,29.5,2.38,1
synthetic_271,29.29,22,6,2,41.13,14.94,1
synthetic_272,69.09,2,2,2,24.02,3.71,0
synthetic_273,62.73,44,1,2,1.08,32.87,0
synthetic_274,103.36,42,2,1,3.0,13.32,0
synthetic_275,92.12,14,0,2,6.44,11.9,0
synthetic_276,44.42,27,2,2,18.91,6.48,0
synthetic_277,70.73,52,0,1,6.06,44.88,0
synthetic_278,130.16,24,1,2,4.88,27.45,0
synthetic_279,73.6,41,1,2,5.76,51.27,0
synthetic_280,30.45,19,4,1,11.82,3.87,1
synthetic_281,87.43,7,7,1,31.65,0.0,1
synthetic_282,65.06,25,3,2,14.4,7.35,0
synthetic_283,61.44,19,7,2,23.44,10.58,1
synthetic_284,106.23,47,1,1,4.63,60.04,0
synthetic_285,24.93,22,6,1,12.68,2.73,0
synthetic_286,70.55,32,4,1,37.17,8.91,0
synthetic_287,28.14,14,6,2,33.27,11.96,1
synthetic_288,98.27,46,0,2,5.47,64.47,1
synthetic_289,12.21,13,3,1,39.52,6.64,1
synthetic_290,74.33,38,2,2,4.64,44.81,1
synthetic_291,51.37,5,4,1,29.94,16.72,0
synthetic_292,102.36,52,3,1,0.0,30.66,0
synthetic_293,5.22,16,4,2,15.62,9.57,1
synthetic_294,104.95,33,1,2,5.39,36.05,0
synthetic_295,78.61,60,1,2,1.67,2.91,1
synthetic_296,120.59,44,1,1,4.41,48.77,0
synthetic_297,87.96,64,2,1,2.91,39.45,0
synthetic_298,72.53,45,2,1,0.89,53.86,0
synthetic_299,96.52,20,1,2,5.67,31.81,0
synthetic_300,76.68,55,0,1,2.05,5.54,0
synthetic_301,38.13,9,2,1,38.98,7.79,1
synthetic_302,95.01,40,1,1,0.0,21.69,0
synthetic_303,91.97,28,0,1,4.41,19.45,0
synthetic_304,106.84,64,1,1,5.87,28.75,0
synthetic_305,74.9,39,1,1,5.06,54.54,0
synthetic_306,42.6,10,5,1,26.87,16.89,1
synthetic_307,103.17,40,1,1,5.94,57.66,0
synthetic_308,69.19,13,2,1,26.67,14.59,0
synthetic_309,54.55,16,1,1,13.59,0.0,1
synthetic_310,111.74,44,1,2,2.88,39.29,0
synthetic_311,37.27,9,5,1,15.21,11.77,1
synthetic_312,77.46,17,3,2,21.7,7.02,0
synthetic_313,55.85,23,8,2,17.26,6.94,0
synthetic_314,110.42,17,3,2,0.0,7.34,0
synthetic_315,21.15,12,3,1,23.75,10.24,1
synthetic_316,31.21,15,4,2,43.73,8.67,1
synthetic_317,86.58,40,1,1,1.15,77.57,0
synthetic_318,52.94,15,7,1,51.63,2.06,0
synthetic_319,67.88,63,0,1,6.24,53.21,0
synthetic_320,81.55,41,1,1,2.17,23.52,0
synthetic_321,97.1,37,0,2,0.89,59.71,0
synthetic_322,68.25,13,6,1,22.6,5.94,1
synthetic_323,93.05,40,0,1,1.29,32.67,0
synthetic_324,99.96,43,2,1,1.48,31.35,0
synthetic_325,96.57,41,1,1,2.48,52.91,0
synthetic_326,91.73,42,1,1,5.87,40.82,0
synthetic_327,89.08,46,0,2,0.0,15.37,0
synthetic_328,86.47,56,0,2,1.74,9.44,1
synthetic_329,49.52,17,4,1,0.42,8.48,0
synthetic_330,103.22,58,0,2,9.86,24.74,0
synthetic_331,57.82,20,2,1,22.41,17.02,1
synthetic_332,71.43,48,1,1,4.13,51.76,0
synthetic_333,75.02,50,2,2,6.26,15.95,0
synthetic_334,24.03,16,1,2,28.69,11.12,1
synthetic_335,124.43,32,0,1,0.0,72.45,0
synthetic_336,49.44,14,3,2,22.1,13.01,0
synthetic_337,86.77,39,0,1,2.58,60.38,0
synthetic_338,49.31,13,1,1,26.72,15.71,1
synthetic_339,72.26,30,1,2,5.45,44.78,0
synthetic_340,32.45,12,0,2,24.55,14.23,1
synthetic_341,98.73,57,1,2,4.1,42.54,0
synthetic_342,81.61,72,2,1,0.99,36.22,0
synthetic_343,91.66,38,1,2,3.41,41.34,0
synthetic_344,84.46,49,0,2,5.93,54.34,0
synthetic_345,121.23,48,0,2,3.66,56.63,0
synthetic_346,90.96,57,1,2,1.59,0.0,0
synthetic_347,64.62,15,4,1,10.02,0.0,0
synthetic_348,106.47,63,4,2,0.57,45.47,0
synthetic_349,67.35,18,1,2,22.26,8.78,1
synthetic_350,98.87,51,0,1,5.25,54.68,0
synthetic_351,37.61,13,5,2,19.34,1.1,1
synthetic_352,63.92,45,0,2,2.94,19.92,0
synthetic_353,100.05,32,1,2,4.05,61.18,0
synthetic_354,94.08,35,0,2,3.87,41.34,0
synthetic_355,97.6,59,4,1,1.1,71.35,0
synthetic_356,95.71,60,2,2,4.99,26.28,0
synthetic_357,100.18,43,0,2,1.25,45.83,0
synthetic_358,121.75,48,1,1,8.95,47.75,0
synthetic_359,71.41,59,1,2,2.8,48.12,0
synthetic_360,88.16,25,2,1,5.82,52.42,0
synthetic_361,41.32,17,3,1,2.98,7.75,0
synthetic_362,19.58,14,9,2,17.59,15.42,1
synthetic_363,23.35,25,1,2,26.42,7.27,1
synthetic_364,150.07,31,1,2,6.19,57.28,0
synthetic_365,81.88,25,2,2,23.43,19.58,1
synthetic_366,117.62,57,1,1,0.19,15.33,0
synthetic_367,88.86,14,0,1,5.82,25.91,0
synthetic_368,60.32,12,8,1,14.78,21.6,1
synthetic_369,88.71,41,3,2,1.88,35.56,0
synthetic_370,109.24,25,1,2,2.5,77.5,0
synthetic_371,25.83,29,6,1,17.77,3.67,1
synthetic_372,73.17,14,3,2,19.04,5.43,1
synthetic_373,5.0,18,6,1,24.93,2.0,1
synthetic_374,60.96,16,5,2,8.47,16.93,1
synthetic_375,35.73,28,4,2,17.4,11.01,1
synthetic_376,109.49,28,1,1,5.79,69.3,0
synthetic_377,78.85,19,4,2,26.28,5.17,0
synthetic_378,30.72,11,2,2,25.03,2.05,1
synthetic_379,110.25,48,2,1,3.11,33.78,0
synthetic_380,81.99,44,1,1,1.36,55.29,0
synthetic_381,104.38,33,1,2,7.29,65.46,0
synthetic_382,91.16,41,1,2,1.86,27.07,0
synthetic_383,126.32,54,0,2,3.65,29.06,0
synthetic_384,27.69,24,2,2,27.9,14.51,1
synthetic_385,98.57,39,1,2,8.76,5.31,0
synthetic_386,107.13,14,0,1,3.74,64.22,0
synthetic_387,77.52,37,2,1,10.41,28.33,1
synthetic_388,39.77,11,4,1,26.91,18.35,1
synthetic_389,89.67,34,1,2,3.34,69.12,0
synthetic_390,84.72,40,0,2,6.81,29.21,0
synthetic_391,41.24,19,7,2,5.27,0.0,1
synthetic_392,117.24,45,0,1,3.21,5.04,0
synthetic_393,83.03,57,1,2,7.71,51.23,0
synthetic_394,30.55,13,9,2,24.43,10.65,1
synthetic_395,101.29,41,1,1,1.72,8.41,0
synthetic_396,67.06,22,3,2,3.95,17.29,0
synthetic_397,45.01,28,5,1,11.47,5.78,1
synthetic_398,66.73,32,1,2,0.91,20.8,0
synthetic_399,86.83,17,1,1,26.87,5.37,0
synthetic_400,51.72,13,3,2,8.41,0.0,1
synthetic_401,95.17,57,2,1,5.12,7.61,0
synthetic_402,69.11,40,0,1,4.21,59.4,0
synthetic_403,45.76,19,1,2,33.91,1.62,1
synthetic_404,113.54,32,0,2,11.34,3.94,0
synthetic_405,78.86,48,2,2,4.65,53.06,0
synthetic_406,44.43,10,7,1,22.02,15.79,1
synthetic_407,104.09,50,1,2,5.31,31.37,0
synthetic_408,57.26,16,3,2,18.03,0.0,0
synthetic_409,46.32,43,1,1,1.67,66.81,0
synthetic_410,135.31,45,1,1,3.73,46.38,0
synthetic_411,105.57,69,1,2,2.66,67.78,0
synthetic_412,30.68,13,5,2,14.77,0.0,1
synthetic_413,92.13,48,2,1,4.8,44.7,1
synthetic_414,15.09,16,4,1,25.21,7.97,1
synthetic_415,47.33,21,4,2,35.88,0.0,1
synthetic_416,26.34,20,6,2,23.16,2.84,1
synthetic_417,105.88,40,0,1,2.84,41.62,0
synthetic_418,65.9,19,4,2,25.1,10.85,0
synthetic_419,99.76,57,1,1,0.0,60.39,0
synthetic_420,79.5,45,1,1,2.46,16.04,0
synthetic_421,9.58,22,2,1,37.16,10.85,0
synthetic_422,81.74,21,4,1,19.77,14.12,0
synthetic_423,21.16,18,2,1,24.62,4.04,1
synthetic_424,139.76,49,2,2,7.14,37.67,0
synthetic_425,127.65,83,3,2,3.86,21.35,0
synthetic_426,56.55,21,5,1,12.89,12.06,1
synthetic_427,93.31,32,4,2,7.32,21.51,0
synthetic_428,48.03,18,3,1,31.82,7.16,1
synthetic_429,93.08,64,4,1,3.26,29.82,0
synthetic_430,63.93,29,1,2,5.26,53.29,1
synthetic_431,125.06,36,1,2,4.59,10.13,0
synthetic_432,117.58,58,0,1,0.11,33.91,0
synthetic_433,94.37,42,2,2,6.09,14.41,0
synthetic_434,43.38,22,1,1,46.1,14.72,1
synthetic_435,35.3,6,1,2,23.45,3.12,1
synthetic_436,33.79,3,3,1,23.67,6.38,1
synthetic_437,113.9,27,2,2,0.0,47.04,0
synthetic_438,62.93,28,1,2,5.64,25.07,0
synthetic_439,100.74,52,1,1,5.76,15.99,0
synthetic_440,78.13,48,1,1,2.74,43.71,0
synthetic_441,55.38,6,3,2,28.05,6.34,1
synthetic_442,99.77,31,0,1,2.39,66.84,0
synthetic_443,22.04,14,6,1,22.57,15.7,1
synthetic_444,46.78,7,3,2,32.52,20.03,0
synthetic_445,69.65,35,0,1,4.07,34.71,0
synthetic_446,79.85,37,1,2,3.0,51.56,0
synthetic_447,47.25,31,2,1,4.95,23.66,0
synthetic_448,61.88,17,3,1,9.56,14.42,0
synthetic_449,130.96,49,2,1,3.39,37.53,0
synthetic_450,36.04,19,5,1,9.78,19.67,0
synthetic_451,96.85,48,1,1,1.25,44.66,0
synthetic_452,78.52,44,1,1,3.18,48.06,0
synthetic_453,51.78,18,4,1,15.13,9.17,0
synthetic_454,37.61,0,6,1,6.99,0.0,1
synthetic_455,33.07,21,5,2,18.5,8.43,1
synthetic_456,99.75,73,1,2,5.17,13.51,0
synthetic_457,94.74,45,2,1,5.12,43.36,0
synthetic_458,83.62,48,2,2,3.31,45.54,0
synthetic_459,84.48,52,1,1,7.31,9.02,0
synthetic_460,100.87,49,0,1,2.59,24.36,0
synthetic_461,59.72,21,7,1,14.25,4.12,0
synthetic_462,104.03,38,3,1,0.0,32.92,0
synthetic_463,33.2,9,1,1,12.55,5.24,0
synthetic_464,97.55,47,0,2,2.11,75.82,0
synthetic_465,122.68,57,3,1,1.87,41.88,0
synthetic_466,91.64,42,2,1,0.47,55.75,0
synthetic_467,113.4,41,2,2,5.12,51.42,0
synthetic_468,14.72,23,2,1,8.21,5.1,0
synthetic_469,85.59,49,3,1,5.65,32.14,0
synthetic_470,35.55,22,5,1,24.09,0.0,1
synthetic_471,133.47,61,3,1,11.72,39.84,0
synthetic_472,83.9,15,6,2,20.67,0.0,1
synthetic_473,51.25,11,6,2,19.3,9.95,0
synthetic_474,54.5,17,2,2,22.54,8.04,0
synthetic_475,31.16,12,3,1,22.96,3.75,1
synthetic_476,59.45,13,4,2,10.2,0.0,0
synthetic_477,101.63,26,2,2,1.67,40.16,0
synthetic_478,98.69,50,1,1,0.45,41.66,0
synthetic_479,57.22,19,2,1,22.67,14.59,0
synthetic_480,12.42,29,6,1,33.65,7.25,1
synthetic_481,76.94,11,9,1,18.58,16.76,1
synthetic_482,87.8,53,1,1,6.57,20.95,0
synthetic_483,70.62,21,5,1,0.09,8.67,0
synthetic_484,23.49,11,2,1,2.18,2.96,1
synthetic_485,26.54,14,2,2,21.74,15.79,1
synthetic_486,104.67,33,0,2,3.78,73.74,0
synthetic_487,50.01,10,2,1,33.06,3.11,0
synthetic_488,81.56,58,4,1,0.0,16.92,0
synthetic_489,104.97,53,1,2,8.72,46.0,0
synthetic_490,72.13,59,1,1,7.96,38.29,0
synthetic_491,110.41,36,1,1,8.8,16.03,0
synthetic_492,85.43,55,1,2,9.57,29.62,0
synthetic_493,35.69,21,1,2,17.48,10.78,1
synthetic_494,87.15,35,1,2,4.72,13.6,0
synthetic_495,107.64,47,1,2,5.68,17.25,0
synthetic_496,43.35,17,5,1,21.26,0.0,1
synthetic_497,109.88,65,2,1,4.72,25.85,0
synthetic_498,34.33,16,0,2,19.57,11.9,1
synthetic_499,61.73,35,2,2,6.29,28.9,0
synthetic_500,115.18,34,3,1,3.62,72.63,0
synthetic_501,93.25,37,1,2,0.0,19.14,0
synthetic_502,110.79,72,1,1,0.0,47.3,0
synthetic_503,108.8,54,0,1,5.43,39.2,0
synthetic_504,79.53,58,1,1,2.48,40.06,0
synthetic_505,76.7,42,1,1,6.0,0.0,0
synthetic_506,41.7,8,5,2,31.53,15.86,1
synthetic_507,88.94,53,2,1,8.08,36.65,0
synthetic_508,113.73,39,1,2,1.19,0.61,0
synthetic_509,51.23,26,3,1,27.58,7.33,1
synthetic_510,52.34,16,2,2,13.51,14.05,0
synthetic_511,103.47,40,1,2,5.81,46.75,0
synthetic_512,68.13,1,4,1,21.78,10.6,1
synthetic_513,60.31,19,2,2,31.3,11.28,1
synthetic_514,16.57,17,6,1,19.56,7.33,1
